Boundary_F_score,LPIPS,Mask_IoU,PSNR,SSIM,declared_official,declared_protocol,has_geometry,has_legacy_proxies,masked_LPIPS,masked_PSNR,masked_SSIM,method,num_views,path,uid
0.020841854042373598,0.269913038238883,0.34901334904134274,13.142339944839478,0.17599684093147516,True,real_full_reference_multiview,False,True,0.32312779873609543,7.757382273674011,0.28481164015829563,stage3_geovis_slat,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000003/stage3_geovis_slat/asset_eval/geovis_slat_metrics.json,test_000003
0.02110752009321004,0.2699016220867634,0.34903893806040287,13.141732335090637,0.1760280830785632,True,real_full_reference_multiview,False,True,0.3231465592980385,7.75671261548996,0.28482722863554955,stage4_geovis_slat_joint,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000003/stage4_geovis_slat_joint/asset_eval/geovis_slat_metrics.json,test_000003
0.022758560138754547,0.25020372308790684,0.3249512296169996,15.476184964179993,0.18034818768501282,True,real_full_reference_multiview,False,True,0.26499296724796295,9.633635878562927,0.31238901894539595,original_trellis,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000004/original_trellis/asset_eval/geovis_slat_metrics.json,test_000004
0.022735795471817255,0.24579838290810585,0.3258040212094784,15.380099892616272,0.1743207797408104,True,real_full_reference_multiview,False,True,0.26439847983419895,9.674571633338928,0.31103228963911533,stage2_geoss_ss,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000004/stage2_geoss_ss/asset_eval/geovis_slat_metrics.json,test_000004
0.02364917320664972,0.24824176542460918,0.32622907124459743,15.257869482040405,0.171834921464324,True,real_full_reference_multiview,False,True,0.26959431171417236,9.508591771125793,0.30271616019308567,stage3_geovis_slat,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000004/stage3_geovis_slat/asset_eval/geovis_slat_metrics.json,test_000004
0.02364917320664972,0.2482267413288355,0.32622611708939075,15.25826358795166,0.17182958777993917,True,real_full_reference_multiview,False,True,0.26956986263394356,9.509038090705872,0.30269704200327396,stage4_geovis_slat_joint,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000004/stage4_geovis_slat_joint/asset_eval/geovis_slat_metrics.json,test_000004
0.01924470392987132,0.23293592408299446,0.34880262799561024,12.7319415807724,0.24953002482652664,True,real_full_reference_multiview,False,True,0.4165411740541458,5.979490339756012,0.30096543906256557,original_trellis,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000005/original_trellis/asset_eval/geovis_slat_metrics.json,test_000005
0.019199966336600482,0.23357268422842026,0.3505289051681757,12.512166500091553,0.2429721038788557,True,real_full_reference_multiview,False,True,0.4221261031925678,5.792247891426086,0.2962483875453472,stage2_geoss_ss,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000005/stage2_geoss_ss/asset_eval/geovis_slat_metrics.json,test_000005
0.01842211512848735,0.2329004853963852,0.34900220669806004,12.497947335243225,0.24804147146642208,True,real_full_reference_multiview,False,True,0.41618585772812366,5.860772103071213,0.3066258570179343,stage3_geovis_slat,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000005/stage3_geovis_slat/asset_eval/geovis_slat_metrics.json,test_000005
0.018418686580844223,0.2328917682170868,0.34898893535137177,12.497745156288147,0.24801415763795376,True,real_full_reference_multiview,False,True,0.4161878302693367,5.860562205314636,0.3065924486145377,stage4_geovis_slat_joint,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000005/stage4_geovis_slat_joint/asset_eval/geovis_slat_metrics.json,test_000005
0.029914205078966916,0.23029201477766037,0.3216653801500797,19.606473207473755,0.1575071420520544,True,real_full_reference_multiview,False,True,0.17497163405641913,13.090916633605957,0.20557601610198617,original_trellis,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000006/original_trellis/asset_eval/geovis_slat_metrics.json,test_000006
0.029661129461601377,0.22995963133871555,0.3219264689832926,20.04681897163391,0.16460736375302076,True,real_full_reference_multiview,False,True,0.1725612012669444,13.33832323551178,0.20622823853045702,stage2_geoss_ss,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000006/stage2_geoss_ss/asset_eval/geovis_slat_metrics.json,test_000006
0.029537315014749765,0.23056850396096706,0.3215327989310026,19.583312273025513,0.15886376425623894,True,real_full_reference_multiview,False,True,0.17733693728223443,13.01141083240509,0.20434668380767107,stage3_geovis_slat,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000006/stage3_geovis_slat/asset_eval/geovis_slat_metrics.json,test_000006
0.02076113934163004,0.22576900012791157,0.341932138428092,14.74069607257843,0.0672693743254058,True,real_full_reference_multiview,False,True,0.41421545995399356,6.768838584423065,0.07676659739809111,original_trellis,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000007/original_trellis/asset_eval/geovis_slat_metrics.json,test_000007
0.019069821340963244,0.22615019790828228,0.3427663501352072,14.639393925666809,0.06960879208054394,True,real_full_reference_multiview,False,True,0.41603265097364783,6.694724231958389,0.07958730202517472,stage2_geoss_ss,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000007/stage2_geoss_ss/asset_eval/geovis_slat_metrics.json,test_000007
0.01903965009842068,0.22375202178955078,0.34185073897242546,14.664275288581848,0.06925613465136848,True,real_full_reference_multiview,False,True,0.4135904763825238,6.766237020492554,0.08112777955830097,stage3_geovis_slat,8,/mnt/d/VsCode/MVG/Base/SS_Flow/outputs/evaluation_suite_metrics/test_000007/stage3_geovis_slat/asset_eval/geovis_slat_metrics.json,test_000007
